shape,background_color,shape_color,size,rotation,path
pentagon,black,"(127, 255, 127)",130,340,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-130_angle-340.png"
heptagon,black,"(255, 0, 0)",200,180,"images/heptagons/heptagon_bg-black_color-(255, 0, 0)_size-200_angle-180.png"
heptagon,blue,"(0, 127, 0)",150,20,"images/heptagons/heptagon_bg-blue_color-(0, 127, 0)_size-150_angle-20.png"
heptagon,blue,"(255, 0, 255)",120,300,"images/heptagons/heptagon_bg-blue_color-(255, 0, 255)_size-120_angle-300.png"
heptagon,black,"(0, 127, 0)",130,290,"images/heptagons/heptagon_bg-black_color-(0, 127, 0)_size-130_angle-290.png"
square,blue,"(0, 127, 0)",200,0,"images/squares/square_bg-blue_color-(0, 127, 0)_size-200_angle-0.png"
pentagon,red,"(127, 127, 0)",110,70,"images/pentagons/pentagon_bg-red_color-(127, 127, 0)_size-110_angle-70.png"
heptagon,blue,"(127, 0, 127)",130,150,"images/heptagons/heptagon_bg-blue_color-(127, 0, 127)_size-130_angle-150.png"
heptagon,red,"(255, 0, 255)",110,20,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-110_angle-20.png"
octagon,black,"(255, 0, 255)",130,30,"images/octagons/octagon_bg-black_color-(255, 0, 255)_size-130_angle-30.png"
triangle,black,"(255, 127, 0)",160,80,"images/triangles/triangle_bg-black_color-(255, 127, 0)_size-160_angle-80.png"
hexagon,white,"(0, 127, 127)",140,50,"images/hexagons/hexagon_bg-white_color-(0, 127, 127)_size-140_angle-50.png"
triangle,blue,"(255, 0, 255)",150,10,"images/triangles/triangle_bg-blue_color-(255, 0, 255)_size-150_angle-10.png"
heptagon,blue,"(0, 255, 127)",160,170,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-160_angle-170.png"
heptagon,white,"(127, 127, 255)",100,40,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-100_angle-40.png"
hexagon,black,"(255, 0, 127)",160,10,"images/hexagons/hexagon_bg-black_color-(255, 0, 127)_size-160_angle-10.png"
heptagon,red,"(255, 127, 0)",150,100,"images/heptagons/heptagon_bg-red_color-(255, 127, 0)_size-150_angle-100.png"
octagon,white,"(127, 0, 127)",160,80,"images/octagons/octagon_bg-white_color-(127, 0, 127)_size-160_angle-80.png"
hexagon,white,"(255, 0, 255)",150,50,"images/hexagons/hexagon_bg-white_color-(255, 0, 255)_size-150_angle-50.png"
heptagon,white,"(0, 127, 127)",110,330,"images/heptagons/heptagon_bg-white_color-(0, 127, 127)_size-110_angle-330.png"
heptagon,white,"(0, 127, 127)",150,300,"images/heptagons/heptagon_bg-white_color-(0, 127, 127)_size-150_angle-300.png"
triangle,blue,"(0, 255, 0)",150,40,"images/triangles/triangle_bg-blue_color-(0, 255, 0)_size-150_angle-40.png"
heptagon,blue,"(255, 0, 0)",160,40,"images/heptagons/heptagon_bg-blue_color-(255, 0, 0)_size-160_angle-40.png"
heptagon,black,"(127, 127, 255)",110,60,"images/heptagons/heptagon_bg-black_color-(127, 127, 255)_size-110_angle-60.png"
octagon,blue,"(127, 0, 127)",140,10,"images/octagons/octagon_bg-blue_color-(127, 0, 127)_size-140_angle-10.png"
heptagon,white,"(127, 127, 255)",140,50,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-140_angle-50.png"
heptagon,white,"(255, 0, 0)",175,60,"images/heptagons/heptagon_bg-white_color-(255, 0, 0)_size-175_angle-60.png"
pentagon,red,"(0, 255, 127)",150,300,"images/pentagons/pentagon_bg-red_color-(0, 255, 127)_size-150_angle-300.png"
square,red,"(127, 0, 127)",200,0,"images/squares/square_bg-red_color-(127, 0, 127)_size-200_angle-0.png"
heptagon,black,"(255, 0, 255)",130,280,"images/heptagons/heptagon_bg-black_color-(255, 0, 255)_size-130_angle-280.png"
hexagon,red,"(127, 0, 255)",140,30,"images/hexagons/hexagon_bg-red_color-(127, 0, 255)_size-140_angle-30.png"
hexagon,white,"(255, 0, 127)",100,10,"images/hexagons/hexagon_bg-white_color-(255, 0, 127)_size-100_angle-10.png"
triangle,red,"(255, 255, 0)",120,30,"images/triangles/triangle_bg-red_color-(255, 255, 0)_size-120_angle-30.png"
pentagon,white,"(255, 127, 0)",130,350,"images/pentagons/pentagon_bg-white_color-(255, 127, 0)_size-130_angle-350.png"
hexagon,white,"(0, 255, 0)",150,20,"images/hexagons/hexagon_bg-white_color-(0, 255, 0)_size-150_angle-20.png"
hexagon,red,"(255, 255, 0)",110,40,"images/hexagons/hexagon_bg-red_color-(255, 255, 0)_size-110_angle-40.png"
heptagon,blue,"(127, 127, 255)",130,30,"images/heptagons/heptagon_bg-blue_color-(127, 127, 255)_size-130_angle-30.png"
heptagon,white,"(127, 255, 127)",175,270,"images/heptagons/heptagon_bg-white_color-(127, 255, 127)_size-175_angle-270.png"
pentagon,black,"(127, 255, 0)",100,60,"images/pentagons/pentagon_bg-black_color-(127, 255, 0)_size-100_angle-60.png"
square,white,"(255, 0, 255)",200,30,"images/squares/square_bg-white_color-(255, 0, 255)_size-200_angle-30.png"
octagon,white,"(255, 0, 0)",120,10,"images/octagons/octagon_bg-white_color-(255, 0, 0)_size-120_angle-10.png"
octagon,black,"(255, 0, 127)",200,0,"images/octagons/octagon_bg-black_color-(255, 0, 127)_size-200_angle-0.png"
heptagon,white,"(255, 255, 0)",160,270,"images/heptagons/heptagon_bg-white_color-(255, 255, 0)_size-160_angle-270.png"
pentagon,black,"(255, 0, 255)",160,290,"images/pentagons/pentagon_bg-black_color-(255, 0, 255)_size-160_angle-290.png"
square,black,"(127, 127, 255)",160,30,"images/squares/square_bg-black_color-(127, 127, 255)_size-160_angle-30.png"
heptagon,black,"(255, 0, 255)",200,280,"images/heptagons/heptagon_bg-black_color-(255, 0, 255)_size-200_angle-280.png"
heptagon,blue,"(255, 255, 0)",200,240,"images/heptagons/heptagon_bg-blue_color-(255, 255, 0)_size-200_angle-240.png"
heptagon,black,"(0, 255, 127)",110,350,"images/heptagons/heptagon_bg-black_color-(0, 255, 127)_size-110_angle-350.png"
pentagon,white,"(127, 127, 0)",200,230,"images/pentagons/pentagon_bg-white_color-(127, 127, 0)_size-200_angle-230.png"
heptagon,white,"(0, 255, 0)",160,160,"images/heptagons/heptagon_bg-white_color-(0, 255, 0)_size-160_angle-160.png"
triangle,black,"(127, 0, 127)",100,50,"images/triangles/triangle_bg-black_color-(127, 0, 127)_size-100_angle-50.png"
square,red,"(0, 255, 0)",200,50,"images/squares/square_bg-red_color-(0, 255, 0)_size-200_angle-50.png"
pentagon,red,"(127, 255, 0)",130,160,"images/pentagons/pentagon_bg-red_color-(127, 255, 0)_size-130_angle-160.png"
pentagon,red,"(0, 127, 0)",140,180,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-140_angle-180.png"
triangle,blue,"(0, 127, 127)",175,60,"images/triangles/triangle_bg-blue_color-(0, 127, 127)_size-175_angle-60.png"
pentagon,blue,"(127, 127, 0)",175,250,"images/pentagons/pentagon_bg-blue_color-(127, 127, 0)_size-175_angle-250.png"
heptagon,blue,"(255, 255, 0)",140,0,"images/heptagons/heptagon_bg-blue_color-(255, 255, 0)_size-140_angle-0.png"
heptagon,red,"(0, 127, 0)",175,220,"images/heptagons/heptagon_bg-red_color-(0, 127, 0)_size-175_angle-220.png"
octagon,black,"(255, 0, 127)",110,80,"images/octagons/octagon_bg-black_color-(255, 0, 127)_size-110_angle-80.png"
heptagon,blue,"(0, 255, 255)",130,0,"images/heptagons/heptagon_bg-blue_color-(0, 255, 255)_size-130_angle-0.png"
triangle,white,"(0, 127, 127)",140,0,"images/triangles/triangle_bg-white_color-(0, 127, 127)_size-140_angle-0.png"
octagon,blue,"(0, 255, 127)",200,20,"images/octagons/octagon_bg-blue_color-(0, 255, 127)_size-200_angle-20.png"
heptagon,white,"(127, 127, 0)",110,240,"images/heptagons/heptagon_bg-white_color-(127, 127, 0)_size-110_angle-240.png"
pentagon,blue,"(0, 255, 127)",175,190,"images/pentagons/pentagon_bg-blue_color-(0, 255, 127)_size-175_angle-190.png"
triangle,blue,"(255, 0, 0)",200,0,"images/triangles/triangle_bg-blue_color-(255, 0, 0)_size-200_angle-0.png"
heptagon,white,"(255, 0, 0)",120,340,"images/heptagons/heptagon_bg-white_color-(255, 0, 0)_size-120_angle-340.png"
heptagon,red,"(127, 255, 0)",110,180,"images/heptagons/heptagon_bg-red_color-(127, 255, 0)_size-110_angle-180.png"
octagon,red,"(255, 127, 0)",150,60,"images/octagons/octagon_bg-red_color-(255, 127, 0)_size-150_angle-60.png"
heptagon,black,"(0, 127, 255)",140,100,"images/heptagons/heptagon_bg-black_color-(0, 127, 255)_size-140_angle-100.png"
square,black,"(0, 255, 0)",130,70,"images/squares/square_bg-black_color-(0, 255, 0)_size-130_angle-70.png"
triangle,white,"(127, 255, 127)",140,80,"images/triangles/triangle_bg-white_color-(127, 255, 127)_size-140_angle-80.png"
octagon,black,"(0, 0, 255)",160,10,"images/octagons/octagon_bg-black_color-(0, 0, 255)_size-160_angle-10.png"
heptagon,blue,"(0, 255, 0)",110,170,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-110_angle-170.png"
heptagon,white,"(127, 0, 255)",175,330,"images/heptagons/heptagon_bg-white_color-(127, 0, 255)_size-175_angle-330.png"
pentagon,black,"(0, 0, 255)",130,40,"images/pentagons/pentagon_bg-black_color-(0, 0, 255)_size-130_angle-40.png"
triangle,white,"(255, 255, 0)",110,90,"images/triangles/triangle_bg-white_color-(255, 255, 0)_size-110_angle-90.png"
pentagon,blue,"(127, 255, 127)",200,190,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-200_angle-190.png"
heptagon,black,"(127, 0, 127)",110,80,"images/heptagons/heptagon_bg-black_color-(127, 0, 127)_size-110_angle-80.png"
pentagon,white,"(0, 127, 127)",110,110,"images/pentagons/pentagon_bg-white_color-(0, 127, 127)_size-110_angle-110.png"
heptagon,red,"(127, 255, 0)",110,240,"images/heptagons/heptagon_bg-red_color-(127, 255, 0)_size-110_angle-240.png"
heptagon,black,"(127, 0, 255)",140,280,"images/heptagons/heptagon_bg-black_color-(127, 0, 255)_size-140_angle-280.png"
heptagon,black,"(0, 127, 255)",160,310,"images/heptagons/heptagon_bg-black_color-(0, 127, 255)_size-160_angle-310.png"
pentagon,white,"(127, 127, 255)",175,300,"images/pentagons/pentagon_bg-white_color-(127, 127, 255)_size-175_angle-300.png"
heptagon,red,"(0, 127, 0)",100,200,"images/heptagons/heptagon_bg-red_color-(0, 127, 0)_size-100_angle-200.png"
heptagon,red,"(255, 0, 127)",130,110,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-130_angle-110.png"
heptagon,black,"(255, 0, 0)",150,260,"images/heptagons/heptagon_bg-black_color-(255, 0, 0)_size-150_angle-260.png"
heptagon,blue,"(127, 255, 127)",120,190,"images/heptagons/heptagon_bg-blue_color-(127, 255, 127)_size-120_angle-190.png"
heptagon,black,"(255, 0, 127)",130,80,"images/heptagons/heptagon_bg-black_color-(255, 0, 127)_size-130_angle-80.png"
hexagon,red,"(0, 127, 255)",200,40,"images/hexagons/hexagon_bg-red_color-(0, 127, 255)_size-200_angle-40.png"
square,black,"(127, 0, 255)",200,10,"images/squares/square_bg-black_color-(127, 0, 255)_size-200_angle-10.png"
heptagon,blue,"(127, 0, 255)",200,80,"images/heptagons/heptagon_bg-blue_color-(127, 0, 255)_size-200_angle-80.png"
pentagon,black,"(127, 127, 0)",175,40,"images/pentagons/pentagon_bg-black_color-(127, 127, 0)_size-175_angle-40.png"
octagon,white,"(127, 0, 127)",130,0,"images/octagons/octagon_bg-white_color-(127, 0, 127)_size-130_angle-0.png"
pentagon,black,"(127, 255, 127)",140,140,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-140_angle-140.png"
heptagon,black,"(127, 255, 0)",120,170,"images/heptagons/heptagon_bg-black_color-(127, 255, 0)_size-120_angle-170.png"
pentagon,white,"(255, 0, 255)",200,100,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-200_angle-100.png"
pentagon,red,"(0, 255, 127)",175,240,"images/pentagons/pentagon_bg-red_color-(0, 255, 127)_size-175_angle-240.png"
pentagon,red,"(255, 255, 0)",130,40,"images/pentagons/pentagon_bg-red_color-(255, 255, 0)_size-130_angle-40.png"
square,black,"(255, 0, 127)",110,60,"images/squares/square_bg-black_color-(255, 0, 127)_size-110_angle-60.png"
triangle,white,"(127, 127, 0)",200,100,"images/triangles/triangle_bg-white_color-(127, 127, 0)_size-200_angle-100.png"
octagon,red,"(127, 127, 255)",130,10,"images/octagons/octagon_bg-red_color-(127, 127, 255)_size-130_angle-10.png"
heptagon,black,"(0, 255, 255)",110,180,"images/heptagons/heptagon_bg-black_color-(0, 255, 255)_size-110_angle-180.png"
heptagon,blue,"(255, 0, 255)",130,350,"images/heptagons/heptagon_bg-blue_color-(255, 0, 255)_size-130_angle-350.png"
pentagon,red,"(255, 255, 0)",120,240,"images/pentagons/pentagon_bg-red_color-(255, 255, 0)_size-120_angle-240.png"
pentagon,red,"(0, 255, 127)",110,200,"images/pentagons/pentagon_bg-red_color-(0, 255, 127)_size-110_angle-200.png"
hexagon,red,"(255, 0, 255)",100,20,"images/hexagons/hexagon_bg-red_color-(255, 0, 255)_size-100_angle-20.png"
pentagon,red,"(255, 0, 127)",130,190,"images/pentagons/pentagon_bg-red_color-(255, 0, 127)_size-130_angle-190.png"
pentagon,white,"(127, 255, 127)",140,220,"images/pentagons/pentagon_bg-white_color-(127, 255, 127)_size-140_angle-220.png"
triangle,black,"(0, 127, 127)",110,30,"images/triangles/triangle_bg-black_color-(0, 127, 127)_size-110_angle-30.png"
octagon,white,"(0, 255, 255)",100,60,"images/octagons/octagon_bg-white_color-(0, 255, 255)_size-100_angle-60.png"
pentagon,blue,"(127, 127, 0)",175,220,"images/pentagons/pentagon_bg-blue_color-(127, 127, 0)_size-175_angle-220.png"
pentagon,white,"(127, 0, 255)",130,0,"images/pentagons/pentagon_bg-white_color-(127, 0, 255)_size-130_angle-0.png"
pentagon,white,"(255, 0, 255)",140,100,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-140_angle-100.png"
pentagon,black,"(0, 127, 255)",200,220,"images/pentagons/pentagon_bg-black_color-(0, 127, 255)_size-200_angle-220.png"
pentagon,black,"(255, 255, 0)",150,190,"images/pentagons/pentagon_bg-black_color-(255, 255, 0)_size-150_angle-190.png"
pentagon,white,"(0, 255, 0)",140,350,"images/pentagons/pentagon_bg-white_color-(0, 255, 0)_size-140_angle-350.png"
octagon,red,"(0, 255, 0)",200,60,"images/octagons/octagon_bg-red_color-(0, 255, 0)_size-200_angle-60.png"
pentagon,red,"(127, 127, 255)",200,210,"images/pentagons/pentagon_bg-red_color-(127, 127, 255)_size-200_angle-210.png"
pentagon,white,"(127, 0, 255)",120,80,"images/pentagons/pentagon_bg-white_color-(127, 0, 255)_size-120_angle-80.png"
pentagon,blue,"(255, 255, 0)",120,350,"images/pentagons/pentagon_bg-blue_color-(255, 255, 0)_size-120_angle-350.png"
heptagon,blue,"(127, 255, 0)",120,130,"images/heptagons/heptagon_bg-blue_color-(127, 255, 0)_size-120_angle-130.png"
pentagon,black,"(0, 255, 255)",200,310,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-200_angle-310.png"
square,blue,"(127, 127, 0)",140,50,"images/squares/square_bg-blue_color-(127, 127, 0)_size-140_angle-50.png"
heptagon,black,"(0, 127, 255)",130,240,"images/heptagons/heptagon_bg-black_color-(0, 127, 255)_size-130_angle-240.png"
pentagon,red,"(0, 127, 0)",200,350,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-200_angle-350.png"
square,blue,"(0, 127, 127)",140,10,"images/squares/square_bg-blue_color-(0, 127, 127)_size-140_angle-10.png"
pentagon,blue,"(0, 255, 0)",160,10,"images/pentagons/pentagon_bg-blue_color-(0, 255, 0)_size-160_angle-10.png"
hexagon,black,"(0, 127, 127)",150,20,"images/hexagons/hexagon_bg-black_color-(0, 127, 127)_size-150_angle-20.png"
heptagon,white,"(255, 0, 0)",175,80,"images/heptagons/heptagon_bg-white_color-(255, 0, 0)_size-175_angle-80.png"
octagon,red,"(0, 255, 0)",200,40,"images/octagons/octagon_bg-red_color-(0, 255, 0)_size-200_angle-40.png"
pentagon,blue,"(127, 127, 255)",150,150,"images/pentagons/pentagon_bg-blue_color-(127, 127, 255)_size-150_angle-150.png"
heptagon,white,"(0, 127, 0)",130,60,"images/heptagons/heptagon_bg-white_color-(0, 127, 0)_size-130_angle-60.png"
pentagon,blue,"(127, 255, 127)",100,160,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-100_angle-160.png"
square,white,"(0, 255, 127)",130,20,"images/squares/square_bg-white_color-(0, 255, 127)_size-130_angle-20.png"
heptagon,red,"(127, 127, 0)",120,110,"images/heptagons/heptagon_bg-red_color-(127, 127, 0)_size-120_angle-110.png"
octagon,white,"(127, 255, 127)",160,10,"images/octagons/octagon_bg-white_color-(127, 255, 127)_size-160_angle-10.png"
pentagon,blue,"(0, 127, 0)",100,140,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-100_angle-140.png"
triangle,blue,"(127, 127, 0)",100,70,"images/triangles/triangle_bg-blue_color-(127, 127, 0)_size-100_angle-70.png"
hexagon,blue,"(0, 127, 0)",200,50,"images/hexagons/hexagon_bg-blue_color-(0, 127, 0)_size-200_angle-50.png"
heptagon,black,"(127, 127, 0)",175,200,"images/heptagons/heptagon_bg-black_color-(127, 127, 0)_size-175_angle-200.png"
triangle,blue,"(255, 255, 0)",100,0,"images/triangles/triangle_bg-blue_color-(255, 255, 0)_size-100_angle-0.png"
pentagon,black,"(0, 255, 255)",175,280,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-175_angle-280.png"
heptagon,blue,"(0, 127, 255)",150,230,"images/heptagons/heptagon_bg-blue_color-(0, 127, 255)_size-150_angle-230.png"
square,black,"(127, 127, 255)",130,30,"images/squares/square_bg-black_color-(127, 127, 255)_size-130_angle-30.png"
heptagon,red,"(0, 255, 255)",200,160,"images/heptagons/heptagon_bg-red_color-(0, 255, 255)_size-200_angle-160.png"
pentagon,black,"(0, 255, 255)",140,180,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-140_angle-180.png"
square,red,"(0, 127, 0)",140,0,"images/squares/square_bg-red_color-(0, 127, 0)_size-140_angle-0.png"
triangle,blue,"(127, 255, 0)",175,0,"images/triangles/triangle_bg-blue_color-(127, 255, 0)_size-175_angle-0.png"
pentagon,blue,"(0, 255, 0)",175,270,"images/pentagons/pentagon_bg-blue_color-(0, 255, 0)_size-175_angle-270.png"
pentagon,blue,"(0, 127, 0)",130,290,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-130_angle-290.png"
pentagon,black,"(255, 0, 255)",140,240,"images/pentagons/pentagon_bg-black_color-(255, 0, 255)_size-140_angle-240.png"
triangle,blue,"(255, 0, 127)",175,70,"images/triangles/triangle_bg-blue_color-(255, 0, 127)_size-175_angle-70.png"
heptagon,black,"(255, 127, 0)",130,80,"images/heptagons/heptagon_bg-black_color-(255, 127, 0)_size-130_angle-80.png"
octagon,blue,"(0, 127, 127)",100,20,"images/octagons/octagon_bg-blue_color-(0, 127, 127)_size-100_angle-20.png"
heptagon,white,"(127, 255, 127)",110,260,"images/heptagons/heptagon_bg-white_color-(127, 255, 127)_size-110_angle-260.png"
octagon,black,"(0, 255, 0)",140,0,"images/octagons/octagon_bg-black_color-(0, 255, 0)_size-140_angle-0.png"
pentagon,black,"(255, 0, 255)",140,20,"images/pentagons/pentagon_bg-black_color-(255, 0, 255)_size-140_angle-20.png"
heptagon,red,"(127, 127, 255)",120,240,"images/heptagons/heptagon_bg-red_color-(127, 127, 255)_size-120_angle-240.png"
square,blue,"(127, 0, 127)",200,50,"images/squares/square_bg-blue_color-(127, 0, 127)_size-200_angle-50.png"
heptagon,black,"(127, 127, 0)",120,20,"images/heptagons/heptagon_bg-black_color-(127, 127, 0)_size-120_angle-20.png"
square,white,"(127, 0, 255)",100,10,"images/squares/square_bg-white_color-(127, 0, 255)_size-100_angle-10.png"
octagon,white,"(255, 127, 0)",160,80,"images/octagons/octagon_bg-white_color-(255, 127, 0)_size-160_angle-80.png"
pentagon,blue,"(127, 127, 255)",200,60,"images/pentagons/pentagon_bg-blue_color-(127, 127, 255)_size-200_angle-60.png"
triangle,black,"(255, 255, 0)",100,90,"images/triangles/triangle_bg-black_color-(255, 255, 0)_size-100_angle-90.png"
octagon,white,"(255, 0, 0)",110,0,"images/octagons/octagon_bg-white_color-(255, 0, 0)_size-110_angle-0.png"
pentagon,black,"(127, 255, 127)",175,90,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-175_angle-90.png"
pentagon,blue,"(127, 0, 127)",200,0,"images/pentagons/pentagon_bg-blue_color-(127, 0, 127)_size-200_angle-0.png"
heptagon,red,"(0, 255, 0)",200,290,"images/heptagons/heptagon_bg-red_color-(0, 255, 0)_size-200_angle-290.png"
pentagon,blue,"(0, 255, 0)",110,130,"images/pentagons/pentagon_bg-blue_color-(0, 255, 0)_size-110_angle-130.png"
triangle,white,"(127, 255, 127)",140,70,"images/triangles/triangle_bg-white_color-(127, 255, 127)_size-140_angle-70.png"
