annotation_type,shape_color,background_color,size,path,prompt,shape
CoT_ABC,"(255, 0, 255)","(0, 0, 0)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 0, 255)_bcolor-(0, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 0, 255)","(0, 0, 255)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 0, 255)_bcolor-(0, 0, 255)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 0, 255)","(0, 0, 255)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 0, 255)_bcolor-(0, 0, 255)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 0, 255)","(255, 0, 0)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 0, 255)_bcolor-(255, 0, 0)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 0, 255)","(255, 0, 0)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 0, 255)_bcolor-(255, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 0, 255)","(255, 255, 255)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 0, 255)_bcolor-(255, 255, 255)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 0, 255)","(255, 255, 255)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 0, 255)_bcolor-(255, 255, 255)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 127, 0)","(0, 0, 0)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 127, 0)_bcolor-(0, 0, 0)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 127, 0)","(0, 0, 0)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 127, 0)_bcolor-(0, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 127, 0)","(0, 0, 255)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 127, 0)_bcolor-(0, 0, 255)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 127, 0)","(0, 0, 255)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 127, 0)_bcolor-(0, 0, 255)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 127, 0)","(255, 0, 0)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 127, 0)_bcolor-(255, 0, 0)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 127, 0)","(255, 0, 0)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 127, 0)_bcolor-(255, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 127, 0)","(255, 255, 255)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 127, 0)_bcolor-(255, 255, 255)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 127, 0)","(255, 255, 255)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 127, 0)_bcolor-(255, 255, 255)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 255, 0)","(0, 0, 0)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 255, 0)_bcolor-(0, 0, 0)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 255, 0)","(0, 0, 0)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 255, 0)_bcolor-(0, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 255, 0)","(0, 0, 255)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 255, 0)_bcolor-(0, 0, 255)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 255, 0)","(0, 0, 255)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 255, 0)_bcolor-(0, 0, 255)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 255, 0)","(255, 0, 0)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 255, 0)_bcolor-(255, 0, 0)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 255, 0)","(255, 0, 0)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 255, 0)_bcolor-(255, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 255, 0)","(255, 255, 255)",100,"images/VC_CoT/ABC_heptagon_scolor-(255, 255, 0)_bcolor-(255, 255, 255)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC,"(255, 255, 0)","(255, 255, 255)",150,"images/VC_CoT/ABC_heptagon_scolor-(255, 255, 0)_bcolor-(255, 255, 255)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 0, 255)","(0, 0, 0)",100,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 0, 255)_bcolor-(0, 0, 0)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 0, 255)","(0, 0, 0)",150,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 0, 255)_bcolor-(0, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 0, 255)","(255, 0, 0)",100,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 0, 255)_bcolor-(255, 0, 0)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 0, 255)","(255, 0, 0)",150,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 0, 255)_bcolor-(255, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 0, 255)","(255, 255, 255)",100,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 0, 255)_bcolor-(255, 255, 255)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 0, 255)","(255, 255, 255)",150,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 0, 255)_bcolor-(255, 255, 255)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 127, 0)","(0, 0, 0)",100,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 127, 0)_bcolor-(0, 0, 0)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 127, 0)","(0, 0, 0)",150,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 127, 0)_bcolor-(0, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 127, 0)","(0, 0, 255)",100,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 127, 0)_bcolor-(0, 0, 255)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 127, 0)","(0, 0, 255)",150,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 127, 0)_bcolor-(0, 0, 255)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 127, 0)","(255, 0, 0)",100,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 127, 0)_bcolor-(255, 0, 0)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 127, 0)","(255, 0, 0)",150,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 127, 0)_bcolor-(255, 0, 0)_size-150.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
CoT_ABC_random,"(0, 127, 0)","(255, 255, 255)",100,"images/VC_CoT/ABC_random_heptagon_scolor-(0, 127, 0)_bcolor-(255, 255, 255)_size-100.png",Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,heptagon
